,Year,Artist,Track,Length,Genre,Date Entered Rankings,Date Peaked,Days to Peak,Total Weeks,Week,Rank
3492,2000,Janet,Doesn't Really Matter,4:17,Rock,2000-06-17,2000-08-26,70,24,12,1.0
3494,2000,"Iglesias, Enrique",Be With You,3:36,Latin,2000-04-01,2000-06-24,84,20,12,4.0
3495,2000,Sisqo,Incomplete,3:52,Rock,2000-06-24,2000-08-12,49,26,12,4.0
3497,2000,N'Sync,It's Gonna Be Me,3:10,Rock,2000-05-06,2000-07-29,84,25,12,4.0
3498,2000,"Aguilera, Christina",What A Girl Wants,3:18,Rock,1999-11-27,2000-01-15,49,24,12,3.0
3503,2000,"Carey, Mariah",Thank God I Found You,4:14,Rock,1999-12-11,2000-02-19,70,20,12,2.0
3507,2000,"Braxton, Toni",He Wasn't Man Enough,4:21,Rock,2000-03-18,2000-05-06,49,37,12,5.0
3513,2000,"Aguilera, Christina",I Turn To You,4:00,Rock,2000-04-15,2000-07-01,77,22,12,3.0
3517,2000,N'Sync,Bye Bye Bye,3:15,Rock,2000-01-29,2000-04-15,77,23,12,4.0
3519,2000,Pink,Most Girls,4:06,Rock,2000-08-12,2000-11-25,105,27,12,5.0
3520,2000,"Mumba, Samantha",Gotta Tell You,3:19,Rock,2000-09-09,2000-12-09,91,22,12,5.0
3804,2000,Destiny's Child,Independent Women Part I,3:38,Rock,2000-09-23,2000-11-18,56,28,13,1.0
3805,2000,Santana,"Maria, Maria",4:18,Rock,2000-02-12,2000-04-08,56,26,13,1.0
3806,2000,Savage Garden,I Knew I Loved You,4:07,Rock,1999-10-23,2000-01-29,98,33,13,4.0
3807,2000,Madonna,Music,3:45,Rock,2000-08-12,2000-09-16,35,24,13,2.0
3808,2000,"Aguilera, Christina",Come On Over Baby (All I Want Is You),3:38,Rock,2000-08-05,2000-10-14,70,21,13,1.0
3809,2000,Janet,Doesn't Really Matter,4:17,Rock,2000-06-17,2000-08-26,70,24,13,1.0
3810,2000,Destiny's Child,Say My Name,4:31,Rock,1999-12-25,2000-03-18,84,32,13,1.0
3811,2000,"Iglesias, Enrique",Be With You,3:36,Latin,2000-04-01,2000-06-24,84,20,13,1.0
3812,2000,Sisqo,Incomplete,3:52,Rock,2000-06-24,2000-08-12,49,26,13,5.0
3814,2000,N'Sync,It's Gonna Be Me,3:10,Rock,2000-05-06,2000-07-29,84,25,13,1.0
3815,2000,"Aguilera, Christina",What A Girl Wants,3:18,Rock,1999-11-27,2000-01-15,49,24,13,3.0
3819,2000,matchbox twenty,Bent,4:12,Rock,2000-04-29,2000-07-22,84,39,13,1.0
3820,2000,"Carey, Mariah",Thank God I Found You,4:14,Rock,1999-12-11,2000-02-19,70,20,13,4.0
3823,2000,Dream,He Loves U Not,3:43,Rock,2000-09-30,2000-12-30,91,28,13,5.0
3829,2000,Sisqo,Thong Song,4:05,Rock,2000-01-29,2000-05-20,112,28,13,5.0
3830,2000,"Aguilera, Christina",I Turn To You,4:00,Rock,2000-04-15,2000-07-01,77,22,13,3.0
3834,2000,N'Sync,Bye Bye Bye,3:15,Rock,2000-01-29,2000-04-15,77,23,13,4.0
3836,2000,Pink,Most Girls,4:06,Rock,2000-08-12,2000-11-25,105,27,13,5.0
4121,2000,Destiny's Child,Independent Women Part I,3:38,Rock,2000-09-23,2000-11-18,56,28,14,1.0
4122,2000,Santana,"Maria, Maria",4:18,Rock,2000-02-12,2000-04-08,56,26,14,1.0
4123,2000,Savage Garden,I Knew I Loved You,4:07,Rock,1999-10-23,2000-01-29,98,33,14,2.0
4124,2000,Madonna,Music,3:45,Rock,2000-08-12,2000-09-16,35,24,14,2.0
4125,2000,"Aguilera, Christina",Come On Over Baby (All I Want Is You),3:38,Rock,2000-08-05,2000-10-14,70,21,14,1.0
4126,2000,Janet,Doesn't Really Matter,4:17,Rock,2000-06-17,2000-08-26,70,24,14,2.0
4127,2000,Destiny's Child,Say My Name,4:31,Rock,1999-12-25,2000-03-18,84,32,14,1.0
4128,2000,"Iglesias, Enrique",Be With You,3:36,Latin,2000-04-01,2000-06-24,84,20,14,1.0
4129,2000,Sisqo,Incomplete,3:52,Rock,2000-06-24,2000-08-12,49,26,14,5.0
4131,2000,N'Sync,It's Gonna Be Me,3:10,Rock,2000-05-06,2000-07-29,84,25,14,1.0
4132,2000,"Aguilera, Christina",What A Girl Wants,3:18,Rock,1999-11-27,2000-01-15,49,24,14,4.0
4135,2000,Aaliyah,Try Again,4:03,Rock,2000-03-18,2000-06-17,91,32,14,1.0
4136,2000,matchbox twenty,Bent,4:12,Rock,2000-04-29,2000-07-22,84,39,14,2.0
4140,2000,Dream,He Loves U Not,3:43,Rock,2000-09-30,2000-12-30,91,28,14,2.0
4142,2000,"Anthony, Marc",You Sang To Me,3:50,Latin,2000-02-26,2000-06-03,98,32,14,5.0
4144,2000,Destiny's Child,Jumpin' Jumpin',3:48,Rock,2000-05-13,2000-08-19,98,32,14,4.0
4146,2000,Sisqo,Thong Song,4:05,Rock,2000-01-29,2000-05-20,112,28,14,4.0
4154,2000,"Mumba, Samantha",Gotta Tell You,3:19,Rock,2000-09-09,2000-12-09,91,22,14,4.0
4155,2000,Blaque,Bring It All To Me,3:46,Pop,1999-10-23,2000-01-22,91,29,14,5.0
4157,2000,"Gray, Macy",I Try,3:52,Rock,2000-02-19,2000-05-20,91,27,14,5.0
4438,2000,Destiny's Child,Independent Women Part I,3:38,Rock,2000-09-23,2000-11-18,56,28,15,1.0
4439,2000,Santana,"Maria, Maria",4:18,Rock,2000-02-12,2000-04-08,56,26,15,1.0
4440,2000,Savage Garden,I Knew I Loved You,4:07,Rock,1999-10-23,2000-01-29,98,33,15,1.0
4441,2000,Madonna,Music,3:45,Rock,2000-08-12,2000-09-16,35,24,15,4.0
4442,2000,"Aguilera, Christina",Come On Over Baby (All I Want Is You),3:38,Rock,2000-08-05,2000-10-14,70,21,15,4.0
4443,2000,Janet,Doesn't Really Matter,4:17,Rock,2000-06-17,2000-08-26,70,24,15,2.0
4444,2000,Destiny's Child,Say My Name,4:31,Rock,1999-12-25,2000-03-18,84,32,15,1.0
4445,2000,"Iglesias, Enrique",Be With You,3:36,Latin,2000-04-01,2000-06-24,84,20,15,1.0
4448,2000,N'Sync,It's Gonna Be Me,3:10,Rock,2000-05-06,2000-07-29,84,25,15,3.0
4452,2000,Aaliyah,Try Again,4:03,Rock,2000-03-18,2000-06-17,91,32,15,2.0
4453,2000,matchbox twenty,Bent,4:12,Rock,2000-04-29,2000-07-22,84,39,15,3.0
4457,2000,Dream,He Loves U Not,3:43,Rock,2000-09-30,2000-12-30,91,28,15,2.0
4459,2000,"Anthony, Marc",You Sang To Me,3:50,Latin,2000-02-26,2000-06-03,98,32,15,2.0
4461,2000,Destiny's Child,Jumpin' Jumpin',3:48,Rock,2000-05-13,2000-08-19,98,32,15,3.0
4463,2000,Sisqo,Thong Song,4:05,Rock,2000-01-29,2000-05-20,112,28,15,4.0
4465,2000,"Houston, Whitney",My Love Is Your Love,4:16,Rock,1999-09-04,2000-01-08,126,28,15,5.0
4470,2000,Pink,Most Girls,4:06,Rock,2000-08-12,2000-11-25,105,27,15,5.0
4472,2000,Blaque,Bring It All To Me,3:46,Pop,1999-10-23,2000-01-22,91,29,15,5.0
4755,2000,Destiny's Child,Independent Women Part I,3:38,Rock,2000-09-23,2000-11-18,56,28,16,1.0
4756,2000,Santana,"Maria, Maria",4:18,Rock,2000-02-12,2000-04-08,56,26,16,1.0
4757,2000,Savage Garden,I Knew I Loved You,4:07,Rock,1999-10-23,2000-01-29,98,33,16,1.0
4760,2000,Janet,Doesn't Really Matter,4:17,Rock,2000-06-17,2000-08-26,70,24,16,3.0
4761,2000,Destiny's Child,Say My Name,4:31,Rock,1999-12-25,2000-03-18,84,32,16,2.0
4762,2000,"Iglesias, Enrique",Be With You,3:36,Latin,2000-04-01,2000-06-24,84,20,16,3.0
4765,2000,N'Sync,It's Gonna Be Me,3:10,Rock,2000-05-06,2000-07-29,84,25,16,4.0
4769,2000,Aaliyah,Try Again,4:03,Rock,2000-03-18,2000-06-17,91,32,16,2.0
4770,2000,matchbox twenty,Bent,4:12,Rock,2000-04-29,2000-07-22,84,39,16,2.0
4773,2000,Mya,Case Of The Ex (Whatcha Gonna Do),3:50,Rock,2000-08-19,2000-12-02,105,30,16,2.0
4774,2000,Dream,He Loves U Not,3:43,Rock,2000-09-30,2000-12-30,91,28,16,3.0
4776,2000,"Anthony, Marc",You Sang To Me,3:50,Latin,2000-02-26,2000-06-03,98,32,16,2.0
4778,2000,Destiny's Child,Jumpin' Jumpin',3:48,Rock,2000-05-13,2000-08-19,98,32,16,4.0
4780,2000,Sisqo,Thong Song,4:05,Rock,2000-01-29,2000-05-20,112,28,16,4.0
4782,2000,"Houston, Whitney",My Love Is Your Love,4:16,Rock,1999-09-04,2000-01-08,126,28,16,5.0
4784,2000,"Jordan, Montell",Get It On.. Tonite,4:34,Rap,1999-10-23,2000-02-12,112,32,16,5.0
4787,2000,Pink,Most Girls,4:06,Rock,2000-08-12,2000-11-25,105,27,16,4.0
5072,2000,Destiny's Child,Independent Women Part I,3:38,Rock,2000-09-23,2000-11-18,56,28,17,1.0
5073,2000,Santana,"Maria, Maria",4:18,Rock,2000-02-12,2000-04-08,56,26,17,1.0
5074,2000,Savage Garden,I Knew I Loved You,4:07,Rock,1999-10-23,2000-01-29,98,33,17,1.0
5077,2000,Janet,Doesn't Really Matter,4:17,Rock,2000-06-17,2000-08-26,70,24,17,3.0
5078,2000,Destiny's Child,Say My Name,4:31,Rock,1999-12-25,2000-03-18,84,32,17,2.0
5086,2000,Aaliyah,Try Again,4:03,Rock,2000-03-18,2000-06-17,91,32,17,2.0
5087,2000,matchbox twenty,Bent,4:12,Rock,2000-04-29,2000-07-22,84,39,17,2.0
5089,2000,"Hill, Faith",Breathe,4:04,Rap,1999-11-06,2000-04-22,168,53,17,5.0
5090,2000,Mya,Case Of The Ex (Whatcha Gonna Do),3:50,Rock,2000-08-19,2000-12-02,105,30,17,2.0
5091,2000,Dream,He Loves U Not,3:43,Rock,2000-09-30,2000-12-30,91,28,17,3.0
5093,2000,"Anthony, Marc",You Sang To Me,3:50,Latin,2000-02-26,2000-06-03,98,32,17,5.0
5095,2000,Destiny's Child,Jumpin' Jumpin',3:48,Rock,2000-05-13,2000-08-19,98,32,17,3.0
5097,2000,Sisqo,Thong Song,4:05,Rock,2000-01-29,2000-05-20,112,28,17,3.0
5099,2000,"Houston, Whitney",My Love Is Your Love,4:16,Rock,1999-09-04,2000-01-08,126,28,17,5.0
5101,2000,"Jordan, Montell",Get It On.. Tonite,4:34,Rap,1999-10-23,2000-02-12,112,32,17,4.0
5389,2000,Destiny's Child,Independent Women Part I,3:38,Rock,2000-09-23,2000-11-18,56,28,18,1.0
5390,2000,Santana,"Maria, Maria",4:18,Rock,2000-02-12,2000-04-08,56,26,18,1.0
5391,2000,Savage Garden,I Knew I Loved You,4:07,Rock,1999-10-23,2000-01-29,98,33,18,2.0
5395,2000,Destiny's Child,Say My Name,4:31,Rock,1999-12-25,2000-03-18,84,32,18,3.0
5403,2000,Aaliyah,Try Again,4:03,Rock,2000-03-18,2000-06-17,91,32,18,2.0
5404,2000,matchbox twenty,Bent,4:12,Rock,2000-04-29,2000-07-22,84,39,18,3.0
5406,2000,"Hill, Faith",Breathe,4:04,Rap,1999-11-06,2000-04-22,168,53,18,3.0
5407,2000,Mya,Case Of The Ex (Whatcha Gonna Do),3:50,Rock,2000-08-19,2000-12-02,105,30,18,2.0
5408,2000,Dream,He Loves U Not,3:43,Rock,2000-09-30,2000-12-30,91,28,18,3.0
5412,2000,Destiny's Child,Jumpin' Jumpin',3:48,Rock,2000-05-13,2000-08-19,98,32,18,3.0
5414,2000,Sisqo,Thong Song,4:05,Rock,2000-01-29,2000-05-20,112,28,18,3.0
5416,2000,"Houston, Whitney",My Love Is Your Love,4:16,Rock,1999-09-04,2000-01-08,126,28,18,5.0
5418,2000,"Jordan, Montell",Get It On.. Tonite,4:34,Rap,1999-10-23,2000-02-12,112,32,18,4.0
5706,2000,Destiny's Child,Independent Women Part I,3:38,Rock,2000-09-23,2000-11-18,56,28,19,1.0
5708,2000,Savage Garden,I Knew I Loved You,4:07,Rock,1999-10-23,2000-01-29,98,33,19,1.0
5712,2000,Destiny's Child,Say My Name,4:31,Rock,1999-12-25,2000-03-18,84,32,19,5.0
5720,2000,Aaliyah,Try Again,4:03,Rock,2000-03-18,2000-06-17,91,32,19,3.0
5721,2000,matchbox twenty,Bent,4:12,Rock,2000-04-29,2000-07-22,84,39,19,4.0
5723,2000,"Hill, Faith",Breathe,4:04,Rap,1999-11-06,2000-04-22,168,53,19,3.0
5724,2000,Mya,Case Of The Ex (Whatcha Gonna Do),3:50,Rock,2000-08-19,2000-12-02,105,30,19,3.0
5729,2000,Destiny's Child,Jumpin' Jumpin',3:48,Rock,2000-05-13,2000-08-19,98,32,19,3.0
5731,2000,Sisqo,Thong Song,4:05,Rock,2000-01-29,2000-05-20,112,28,19,4.0
5733,2000,"Houston, Whitney",My Love Is Your Love,4:16,Rock,1999-09-04,2000-01-08,126,28,19,4.0
6023,2000,Destiny's Child,Independent Women Part I,3:38,Rock,2000-09-23,2000-11-18,56,28,20,2.0
6025,2000,Savage Garden,I Knew I Loved You,4:07,Rock,1999-10-23,2000-01-29,98,33,20,2.0
6029,2000,Destiny's Child,Say My Name,4:31,Rock,1999-12-25,2000-03-18,84,32,20,5.0
6037,2000,Aaliyah,Try Again,4:03,Rock,2000-03-18,2000-06-17,91,32,20,4.0
6038,2000,matchbox twenty,Bent,4:12,Rock,2000-04-29,2000-07-22,84,39,20,5.0
6040,2000,"Hill, Faith",Breathe,4:04,Rap,1999-11-06,2000-04-22,168,53,20,4.0
6041,2000,Mya,Case Of The Ex (Whatcha Gonna Do),3:50,Rock,2000-08-19,2000-12-02,105,30,20,4.0
6046,2000,Destiny's Child,Jumpin' Jumpin',3:48,Rock,2000-05-13,2000-08-19,98,32,20,3.0
6048,2000,Sisqo,Thong Song,4:05,Rock,2000-01-29,2000-05-20,112,28,20,3.0
6340,2000,Destiny's Child,Independent Women Part I,3:38,Rock,2000-09-23,2000-11-18,56,28,21,3.0
6342,2000,Savage Garden,I Knew I Loved You,4:07,Rock,1999-10-23,2000-01-29,98,33,21,4.0
6346,2000,Destiny's Child,Say My Name,4:31,Rock,1999-12-25,2000-03-18,84,32,21,5.0
6354,2000,Aaliyah,Try Again,4:03,Rock,2000-03-18,2000-06-17,91,32,21,5.0
6355,2000,matchbox twenty,Bent,4:12,Rock,2000-04-29,2000-07-22,84,39,21,4.0
6357,2000,"Hill, Faith",Breathe,4:04,Rap,1999-11-06,2000-04-22,168,53,21,4.0
6358,2000,Mya,Case Of The Ex (Whatcha Gonna Do),3:50,Rock,2000-08-19,2000-12-02,105,30,21,4.0
6363,2000,Destiny's Child,Jumpin' Jumpin',3:48,Rock,2000-05-13,2000-08-19,98,32,21,4.0
6369,2000,"Jordan, Montell",Get It On.. Tonite,4:34,Rap,1999-10-23,2000-02-12,112,32,21,5.0
6669,2000,Vertical Horizon,Everything You Want,4:01,Rock,2000-01-22,2000-07-15,175,41,22,3.0
6671,2000,Aaliyah,Try Again,4:03,Rock,2000-03-18,2000-06-17,91,32,22,5.0
6672,2000,matchbox twenty,Bent,4:12,Rock,2000-04-29,2000-07-22,84,39,22,4.0
6674,2000,"Hill, Faith",Breathe,4:04,Rap,1999-11-06,2000-04-22,168,53,22,3.0
6675,2000,Mya,Case Of The Ex (Whatcha Gonna Do),3:50,Rock,2000-08-19,2000-12-02,105,30,22,4.0
6680,2000,Destiny's Child,Jumpin' Jumpin',3:48,Rock,2000-05-13,2000-08-19,98,32,22,4.0
6986,2000,Vertical Horizon,Everything You Want,4:01,Rock,2000-01-22,2000-07-15,175,41,23,3.0
6987,2000,Creed,With Arms Wide Open,3:52,Rock,2000-05-13,2000-11-11,182,47,23,5.0
6991,2000,"Hill, Faith",Breathe,4:04,Rap,1999-11-06,2000-04-22,168,53,23,3.0
6992,2000,Mya,Case Of The Ex (Whatcha Gonna Do),3:50,Rock,2000-08-19,2000-12-02,105,30,23,4.0
7304,2000,Creed,With Arms Wide Open,3:52,Rock,2000-05-13,2000-11-11,182,47,24,3.0
7308,2000,"Hill, Faith",Breathe,4:04,Rap,1999-11-06,2000-04-22,168,53,24,3.0
7621,2000,Creed,With Arms Wide Open,3:52,Rock,2000-05-13,2000-11-11,182,47,25,3.0
7625,2000,"Hill, Faith",Breathe,4:04,Rap,1999-11-06,2000-04-22,168,53,25,2.0
7937,2000,Vertical Horizon,Everything You Want,4:01,Rock,2000-01-22,2000-07-15,175,41,26,1.0
7938,2000,Creed,With Arms Wide Open,3:52,Rock,2000-05-13,2000-11-11,182,47,26,3.0
7942,2000,"Hill, Faith",Breathe,4:04,Rap,1999-11-06,2000-04-22,168,53,26,2.0
7949,2000,3 Doors Down,Kryptonite,3:53,Rock,2000-04-08,2000-11-11,217,53,26,5.0
8254,2000,Vertical Horizon,Everything You Want,4:01,Rock,2000-01-22,2000-07-15,175,41,27,2.0
8255,2000,Creed,With Arms Wide Open,3:52,Rock,2000-05-13,2000-11-11,182,47,27,1.0
8259,2000,"Hill, Faith",Breathe,4:04,Rap,1999-11-06,2000-04-22,168,53,27,3.0
8266,2000,3 Doors Down,Kryptonite,3:53,Rock,2000-04-08,2000-11-11,217,53,27,5.0
8270,2000,Joe,I Wanna Know,4:57,Rock,2000-01-01,2000-07-01,182,44,27,4.0
8571,2000,Vertical Horizon,Everything You Want,4:01,Rock,2000-01-22,2000-07-15,175,41,28,3.0
8572,2000,Creed,With Arms Wide Open,3:52,Rock,2000-05-13,2000-11-11,182,47,28,2.0
8576,2000,"Hill, Faith",Breathe,4:04,Rap,1999-11-06,2000-04-22,168,53,28,3.0
8583,2000,3 Doors Down,Kryptonite,3:53,Rock,2000-04-08,2000-11-11,217,53,28,4.0
8587,2000,Joe,I Wanna Know,4:57,Rock,2000-01-01,2000-07-01,182,44,28,5.0
8888,2000,Vertical Horizon,Everything You Want,4:01,Rock,2000-01-22,2000-07-15,175,41,29,4.0
8889,2000,Creed,With Arms Wide Open,3:52,Rock,2000-05-13,2000-11-11,182,47,29,2.0
8893,2000,"Hill, Faith",Breathe,4:04,Rap,1999-11-06,2000-04-22,168,53,29,2.0
8900,2000,3 Doors Down,Kryptonite,3:53,Rock,2000-04-08,2000-11-11,217,53,29,4.0
8904,2000,Joe,I Wanna Know,4:57,Rock,2000-01-01,2000-07-01,182,44,29,4.0
9206,2000,Creed,With Arms Wide Open,3:52,Rock,2000-05-13,2000-11-11,182,47,30,3.0
9210,2000,"Hill, Faith",Breathe,4:04,Rap,1999-11-06,2000-04-22,168,53,30,2.0
9217,2000,3 Doors Down,Kryptonite,3:53,Rock,2000-04-08,2000-11-11,217,53,30,4.0
9221,2000,Joe,I Wanna Know,4:57,Rock,2000-01-01,2000-07-01,182,44,30,5.0
9523,2000,Creed,With Arms Wide Open,3:52,Rock,2000-05-13,2000-11-11,182,47,31,3.0
9527,2000,"Hill, Faith",Breathe,4:04,Rap,1999-11-06,2000-04-22,168,53,31,3.0
9534,2000,3 Doors Down,Kryptonite,3:53,Rock,2000-04-08,2000-11-11,217,53,31,4.0
9538,2000,Joe,I Wanna Know,4:57,Rock,2000-01-01,2000-07-01,182,44,31,5.0
9840,2000,Creed,With Arms Wide Open,3:52,Rock,2000-05-13,2000-11-11,182,47,32,3.0
9844,2000,"Hill, Faith",Breathe,4:04,Rap,1999-11-06,2000-04-22,168,53,32,4.0
9851,2000,3 Doors Down,Kryptonite,3:53,Rock,2000-04-08,2000-11-11,217,53,32,3.0
10157,2000,Creed,With Arms Wide Open,3:52,Rock,2000-05-13,2000-11-11,182,47,33,4.0
10161,2000,"Hill, Faith",Breathe,4:04,Rap,1999-11-06,2000-04-22,168,53,33,2.0
10168,2000,3 Doors Down,Kryptonite,3:53,Rock,2000-04-08,2000-11-11,217,53,33,3.0
10474,2000,Creed,With Arms Wide Open,3:52,Rock,2000-05-13,2000-11-11,182,47,34,5.0
10478,2000,"Hill, Faith",Breathe,4:04,Rap,1999-11-06,2000-04-22,168,53,34,5.0
10485,2000,3 Doors Down,Kryptonite,3:53,Rock,2000-04-08,2000-11-11,217,53,34,3.0
10791,2000,Creed,With Arms Wide Open,3:52,Rock,2000-05-13,2000-11-11,182,47,35,5.0
10802,2000,3 Doors Down,Kryptonite,3:53,Rock,2000-04-08,2000-11-11,217,53,35,4.0
10806,2000,Joe,I Wanna Know,4:57,Rock,2000-01-01,2000-07-01,182,44,35,5.0
11108,2000,Creed,With Arms Wide Open,3:52,Rock,2000-05-13,2000-11-11,182,47,36,5.0
11119,2000,3 Doors Down,Kryptonite,3:53,Rock,2000-04-08,2000-11-11,217,53,36,5.0
11425,2000,Creed,With Arms Wide Open,3:52,Rock,2000-05-13,2000-11-11,182,47,37,5.0
11436,2000,3 Doors Down,Kryptonite,3:53,Rock,2000-04-08,2000-11-11,217,53,37,5.0
12055,2000,Lonestar,Amazed,4:25,Country,1999-06-05,2000-03-04,273,55,39,3.0
