,year,sysID,sysName,schoolID,schoolName,grd,ccrpi,street,city,county,state,zip,locClass,titleI,chrtr,totStudnts,crprlPun,dtntn,iss,oss,altSchl,physRest,busSusp,explsn,other_discipline_action,pctDisc,bully,disCond,gngRel,hom,sexRelated,drugAlc,weapons,thftRbry,violence,pctBehavrs,stdTchRatio,expPerStudent,salBenSum,freeLnch,reducedLnch,pctMobile,pctAbs5orLess,pctAbsSix-Fiftn,pctOverFiftn,pctSnapTanfHmls,pctAsian,pctNative,pctBlck,pctHisp,pctMulti,pctWhite,pctMigrant,pctSPED,pctESOL,pctAltProg,pctGiftd,adress,latitude,longitude
10,2015,603,Bacon County,302,Bacon County High School,H,67.0,1190 Us Highway 1 S,Alma,Bacon County,GA,31510,33.0,No,No,593,0,0,171,96,13,0,16,0,0,0.49915683,0,0,0,0,2,20,0,0,22,0.074198988,16.7,5768.17,10185426.31,291.0,36.0,0.141577065,26.6,39.5,33.9,26,0,0,17,6,2,74,1,13.9,0.9,1.6,12.9,"1190 Us Highway 1 S,Alma,Ga,31510",31.548403,-82.460007
11,2015,603,Bacon County,3050,Bacon County Elementary School,E,79.8,523 E 16Th St,Alma,Bacon County,GA,31510,33.0,Yes,No,526,21,0,0,1,0,0,8,0,4,0.057034221,3,1,0,0,0,0,0,0,1,0.009505703,17.3,4714.24,10185426.31,277.0,33.0,0.129363447,45.4,43.3,11.2,40,0,0,24,12,3,61,4,17.5,4.1,0.0,7.0,"523 E 16Th St,Alma,Ga,31510",31.538289,-82.456436
12,2015,604,Baker County,105,Baker County K12 School,E,49.4,260 Ga Highway 37 Sw,Newton,Baker County,GA,39870,42.0,Yes,No,366,34,0,16,4,0,0,2,2,0,0.158469945,0,41,0,0,2,0,1,1,9,0.147540984,12.7,3534.62,994376.68,251.0,10.0,0.240963861,55.5,41.3,3.3,56,0,0,68,10,4,4,1,14.6,0.0,1.3,1.6,"260 Ga Highway 37 Sw,Newton,Ga,39870",31.310212,-84.344162
13,2015,604,Baker County,105,Baker County K12 School,M,65.1,260 Ga Highway 37 Sw,Newton,Baker County,GA,39870,42.0,Yes,No,366,34,0,16,4,0,0,2,2,0,0.158469945,0,41,0,0,2,0,1,1,9,0.147540984,12.7,3534.62,994376.68,251.0,10.0,0.240963861,55.5,41.3,3.3,56,0,0,68,10,4,4,1,14.6,0.0,1.3,1.6,"260 Ga Highway 37 Sw,Newton,Ga,39870",31.310212,-84.344162
14,2015,604,Baker County,105,Baker County K12 School,H,76.5,260 Ga Highway 37 Sw,Newton,Baker County,GA,39870,42.0,Yes,No,366,34,0,16,4,0,0,2,2,0,0.158469945,0,41,0,0,2,0,1,1,9,0.147540984,12.7,3534.62,994376.68,251.0,10.0,0.240963861,55.5,41.3,3.3,56,0,0,68,10,4,4,1,14.6,0.0,1.3,1.6,"260 Ga Highway 37 Sw,Newton,Ga,39870",31.310212,-84.344162
15,2015,605,Baldwin County,104,Eagle Ridge Elementary School,E,47.3,220 N Abc Dr,Milledgeville,Baldwin County,GA,31061,32.0,Yes,No,886,0,0,17,311,0,0,0,0,5,0.37020316,3,270,0,0,4,0,6,5,104,0.442437923,23.0,3801.72,25792984.32,802.0,58.0,0.125703558,58.2,34.2,7.6,59,0,0,80,0,4,16,0,9.4,0.0,0.0,3.5,"220 N Abc Dr,Milledgeville,Ga,31061",33.089726,-83.26199
16,2015,605,Baldwin County,189,Baldwin High School,H,72.8,155 Ga Highway 49 W,Milledgeville,Baldwin County,GA,31061,32.0,Yes,No,1348,1,0,1486,582,21,0,1,0,0,1.551186944,4,20,0,0,5,10,0,1,41,0.060089021,14.5,5011.29,25792984.32,895.0,114.0,0.106834248,50.4,32.3,17.4,39,1,0,68,3,3,26,0,13.5,0.3,16.8,10.1,"155 Ga Highway 49 W,Milledgeville,Ga,31061",33.072068,-83.258449
17,2015,605,Baldwin County,194,Midway Elementary School,E,56.3,101 Carl Vinson Rd Se,Milledgeville,Baldwin County,GA,31061,41.0,Yes,No,630,0,0,189,103,0,0,0,1,0,0.465079365,0,273,0,0,0,0,1,0,21,0.468253968,15.6,4480.52,25792984.32,460.0,33.0,0.179396093,52.9,37.8,9.4,59,0,0,64,1,5,30,0,11.0,0.0,0.2,3.5,"101 Carl Vinson Rd Se,Milledgeville,Ga,31061",33.019273,-83.227834
18,2015,605,Baldwin County,195,Blandy Hills Elementary School,E,49.4,375 Blandy Rd Nw,Milledgeville,Baldwin County,GA,31061,41.0,Yes,No,817,0,0,272,130,0,0,0,0,0,0.492044064,0,402,0,0,0,0,0,0,1,0.493268054,17.6,4683.75,25792984.32,585.0,55.0,0.103761353,50.4,40.5,9.1,44,1,0,60,3,4,32,0,8.5,2.7,0.5,5.9,"375 Blandy Rd Nw,Milledgeville,Ga,31061",33.086553,-83.268384
19,2015,605,Baldwin County,199,Creekside Elementary School,E,66.6,372 Blandy Rd Nw,Milledgeville,Baldwin County,GA,31061,32.0,Yes,No,980,0,0,146,82,0,0,0,0,0,0.232653061,0,5,0,0,0,0,0,0,24,0.029591837,18.4,4233.79,25792984.32,529.0,76.0,0.089343376,43.7,44.3,12.0,37,3,0,47,5,3,43,0,8.6,1.3,0.0,8.8,"372 Blandy Rd Nw,Milledgeville,Ga,31061",33.081019,-83.269323
20,2015,606,Banks County,105,Banks County Middle School,M,72.8,712 Thompson St,Homer,Banks County,GA,30547,42.0,Yes,No,755,0,0,57,2,2,0,0,0,3,0.080794702,0,51,0,0,2,10,2,2,9,0.100662252,16.6,4977.57,14757549.58,400.0,80.0,0.142649204,37.5,47.0,15.5,31,1,0,2,7,2,88,0,14.9,0.9,0.1,11.3,"712 Thompson St,Homer,Ga,30547",34.31532,-83.480287
21,2015,606,Banks County,107,Banks County Elementary School,E,73.2,180 Highway 51 S,Homer,Banks County,GA,30547,42.0,Yes,No,667,0,0,67,6,0,0,1,0,0,0.110944528,0,1,0,0,0,0,0,1,32,0.050974513,14.6,5739.53,14757549.58,377.0,58.0,0.10569106,53.7,39.7,6.6,38,0,0,2,8,2,87,0,14.8,2.8,0.0,8.0,"180 Highway 51 S,Homer,Ga,30547",34.330937,-83.507929
22,2015,606,Banks County,199,Banks County High School,H,75.9,P.O. Box 277,Homer,Banks County,GA,30547,41.0,No,No,941,0,1,113,31,5,0,0,0,0,0.159404888,2,1,1,0,1,77,0,2,23,0.11370882,13.9,5199.2,14757549.58,431.0,88.0,0.092031427,52.2,34.1,13.7,26,1,0,2,8,2,86,0,14.6,1.1,0.2,7.3,"P.O. Box 277,Homer,Ga,30547",34.333716,-83.499055
23,2015,607,Barrow County,101,Apalachee High School,H,76.0,940 Haymon Morris Rd,Winder,Barrow County,GA,30680,41.0,Yes,No,1747,0,1,698,294,0,0,40,0,34,0.59129937,14,3,0,0,15,69,2,10,44,0.089868346,15.5,4942.28,63294228.45,717.0,183.0,0.115033478,36.5,38.4,25.1,23,5,0,13,15,3,64,0,12.3,2.1,0.3,12.0,"940 Haymon Morris Rd,Winder,Ga,30680",33.948384,-83.785743
24,2015,607,Barrow County,105,County Line Elementary School,E,75.7,334 Rockwell Church Rd Nw,Winder,Barrow County,GA,30680,31.0,Yes,No,985,0,0,0,12,0,13,20,0,27,0.045685279,2,0,0,0,0,0,0,1,21,0.024365482,14.7,5477.41,63294228.45,588.0,81.0,0.19847329,51.7,36.8,11.6,36,3,0,11,20,5,60,0,13.0,14.5,0.0,7.6,"334 Rockwell Church Rd Nw,Winder,Ga,30680",34.026253,-83.738648
25,2015,607,Barrow County,106,Haymon-Morris Middle School,M,78.0,1008 Haymon Morris Rd,Winder,Barrow County,GA,30680,41.0,Yes,No,764,0,0,294,48,5,9,61,0,0,0.545811518,0,0,2,0,0,12,1,5,16,0.047120419,17.0,4466.28,63294228.45,315.0,101.0,0.109243698,54.5,35.6,9.9,24,3,0,13,16,4,63,0,11.6,3.2,0.4,13.8,"1008 Haymon Morris Rd,Winder,Ga,30680",33.950429,-83.785323
26,2015,607,Barrow County,114,Bear Creek Middle School,M,72.0,228 Jefferson St,Statham,Barrow County,GA,30666,31.0,Yes,No,844,0,1,230,91,10,1,44,1,2,0.447867299,0,0,4,0,1,3,0,1,30,0.046208531,16.4,4831.84,63294228.45,391.0,84.0,0.144927531,53.6,34.4,12.1,30,4,1,18,14,5,57,1,14.1,2.4,1.3,13.5,"228 Jefferson St,Statham,Ga,30666",33.969139,-83.588178
27,2015,607,Barrow County,189,Kennedy Elementary School,E,82.9,200 Matthews School Rd,Winder,Barrow County,GA,30680,41.0,Yes,No,868,0,0,13,31,0,0,5,0,53,0.056451613,0,0,0,0,0,0,0,11,53,0.073732719,14.4,5818.14,63294228.45,514.0,95.0,0.194341943,51.3,39.6,9.1,36,2,0,18,17,7,56,0,15.3,10.3,0.0,6.2,"200 Matthews School Rd,Winder,Ga,30680",33.976557,-83.760713
28,2015,607,Barrow County,193,Bramlett Elementary School,E,80.8,622 Freeman Brock Rd,Auburn,Barrow County,GA,30011,41.0,Yes,No,743,0,0,0,12,0,45,9,0,28,0.088829071,0,0,0,0,0,0,0,5,27,0.043068641,14.9,5591.5,63294228.45,250.0,65.0,0.109439127,53.3,41.6,5.1,19,10,0,5,12,3,69,0,9.3,11.2,0.0,8.0,"622 Freeman Brock Rd,Auburn,Ga,30011",34.038077,-83.809186
29,2015,607,Barrow County,198,Westside Middle School,M,67.7,240 Matthews School Rd,Winder,Barrow County,GA,30680,41.0,Yes,No,749,0,0,330,130,2,0,67,0,3,0.706275033,11,4,1,0,12,18,5,6,46,0.137516689,15.2,5656.5,63294228.45,362.0,82.0,0.152818993,48.9,39.5,11.6,30,3,0,12,18,6,60,0,14.2,2.7,1.0,11.4,"240 Matthews School Rd,Winder,Ga,30680",33.97814,-83.761518
30,2015,607,Barrow County,205,Bethlehem Elementary School,E,75.7,47 Mcelhannon Rd Sw,Bethlehem,Barrow County,GA,30620,31.0,Yes,No,878,0,0,1,14,0,25,13,0,0,0.060364465,0,0,0,0,0,0,0,0,0,0.0,15.6,5064.3,63294228.45,451.0,88.0,0.148936167,54.0,39.4,6.6,27,3,0,12,17,4,64,0,12.9,10.8,0.0,5.5,"47 Mcelhannon Rd Sw,Bethlehem,Ga,30620",33.922586,-83.719199
31,2015,607,Barrow County,289,Russell Middle School,M,75.2,84 W Midland Ave,Winder,Barrow County,GA,30680,31.0,Yes,No,830,0,0,280,86,8,0,42,0,3,0.501204819,10,1,4,0,0,15,2,5,26,0.075903614,15.5,4956.9,63294228.45,376.0,92.0,0.109090909,61.0,32.4,6.6,27,8,0,9,15,5,63,0,11.5,4.1,0.4,10.9,"84 W Midland Ave,Winder,Ga,30680",33.997134,-83.723007
32,2015,607,Barrow County,298,Yargo Elementary School,E,76.7,1000 Haymon Morris Rd,Winder,Barrow County,GA,30680,41.0,Yes,No,824,0,0,0,30,0,9,16,0,5,0.066747573,0,0,0,0,0,0,0,1,14,0.018203883,15.5,4961.89,63294228.45,306.0,96.0,0.104294479,52.9,39.4,7.6,19,4,1,13,14,5,64,0,11.1,10.2,0.0,7.3,"1000 Haymon Morris Rd,Winder,Ga,30680",33.950265,-83.785335
33,2015,607,Barrow County,1050,Auburn Elementary School,E,60.7,1334 6Th Ave,Auburn,Barrow County,GA,30011,41.0,Yes,No,824,0,0,26,27,0,0,22,0,29,0.091019417,0,0,0,0,7,1,1,4,45,0.07038835,14.2,5363.92,63294228.45,453.0,75.0,0.21392405,46.8,44.8,8.4,31,6,0,6,14,6,68,0,10.2,11.2,0.1,3.4,"1334 6Th Ave,Auburn,Ga,30011",34.009639,-83.824346
34,2015,607,Barrow County,3052,Winder-Barrow High School,H,80.2,272 N 5Th Ave,Winder,Barrow County,GA,30680,31.0,Yes,No,1924,0,0,740,131,1,0,15,0,40,0.461018711,0,4,0,0,0,50,0,12,56,0.063409563,16.0,4810.49,63294228.45,770.0,157.0,0.115039282,39.7,39.6,20.7,21,5,1,14,13,5,62,0,11.7,1.7,0.3,9.6,"272 N 5Th Ave,Winder,Ga,30680",34.005478,-83.7287
35,2015,607,Barrow County,4050,Holsenbeck Elementary School,E,78.0,445 Holsenbeck School Rd,Winder,Barrow County,GA,30680,41.0,Yes,No,1010,0,0,31,100,0,0,13,0,0,0.142574257,0,4,0,0,1,0,1,4,54,0.063366337,14.8,5048.21,63294228.45,537.0,90.0,0.135802463,53.7,36.6,9.7,34,3,1,14,13,6,62,0,12.2,8.0,0.0,7.9,"445 Holsenbeck School Rd,Winder,Ga,30680",34.014957,-83.687173
36,2015,607,Barrow County,5050,Statham Elementary School,E,71.5,1970 Broad St,Statham,Barrow County,GA,30666,31.0,Yes,No,955,0,0,12,14,0,2,17,0,124,0.047120419,1,119,0,0,1,0,2,0,39,0.169633508,14.8,4982.91,63294228.45,464.0,105.0,0.145877376,50.8,39.8,9.4,29,4,0,14,17,3,62,0,11.7,11.2,0.0,5.3,"1970 Broad St,Statham,Ga,30666",33.964803,-83.591772
37,2015,608,Bartow County,104,Clear Creek Elementary School,E,74.4,50 Pleasant Valley Rd Nw,Cartersville,Bartow County,GA,30121,41.0,Yes,No,605,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,14.9,6246.45,69533900.14,293.0,83.0,0.195540309,53.4,38.2,8.4,29,0,0,3,7,3,87,0,13.3,2.8,0.0,15.6,"50 Pleasant Valley Rd Nw,Cartersville,Ga,30121",34.286276,-84.86915
38,2015,608,Bartow County,105,Adairsville High School,H,63.5,519 Old Highway 41 Nw,Adairsville,Bartow County,GA,30103,41.0,No,No,1067,1,9,605,110,10,0,0,0,0,0.688847235,1,1,0,0,6,48,8,5,51,0.112464855,15.1,5317.87,69533900.14,405.0,83.0,0.138492867,32.4,41.0,26.5,22,0,0,5,5,2,88,0,12.9,1.0,1.2,13.9,"519 Old Highway 41 Nw,Adairsville,Ga,30103",34.372899,-84.934421
39,2015,608,Bartow County,106,Pine Log Elementary,E,74.2,1095 Cass Pine Log Rd,Rydal,Bartow County,GA,30171,42.0,Yes,No,427,0,0,0,11,0,0,0,0,0,0.025761124,1,22,0,0,0,0,0,0,3,0.06088993,13.7,6607.83,69533900.14,242.0,32.0,0.242718443,55.0,40.0,4.9,34,0,0,2,6,2,90,0,11.2,2.7,0.0,12.6,"1095 Cass Pine Log Rd,Rydal,Ga,30171",34.324216,-84.75827
40,2015,608,Bartow County,107,Euharlee Elementary School,E,66.2,1058 Euharlee Rd,Euharlee,Bartow County,GA,30145,23.0,Yes,No,590,0,0,6,12,0,0,0,0,3,0.030508475,0,2,0,0,0,4,0,0,1,0.011864407,14.1,6508.72,69533900.14,305.0,56.0,0.15126051,52.5,38.6,8.8,28,0,0,7,5,4,83,0,12.3,2.4,0.0,7.1,"1058 Euharlee Rd,Euharlee,Ga,30145",34.147753,-84.923499
41,2015,608,Bartow County,115,Cloverleaf Elementary,E,70.5,291 Highway 20 Spur,Cartersville,Bartow County,GA,30121,23.0,Yes,No,820,0,0,61,27,0,0,0,0,19,0.107317073,0,81,0,0,0,0,2,4,42,0.157317073,13.9,6140.17,69533900.14,447.0,71.0,0.26115486,51.3,38.0,10.6,32,2,0,13,17,6,62,0,9.5,9.7,0.0,9.7,"291 Highway 20 Spur,Cartersville,Ga,30121",34.202421,-84.744057
42,2015,608,Bartow County,175,White Elementary School,E,79.3,505 Colonel Way,White,Bartow County,GA,30184,41.0,Yes,No,602,0,0,51,51,0,0,0,0,39,0.169435216,2,126,0,0,2,0,3,2,37,0.285714286,14.5,6085.12,69533900.14,303.0,51.0,0.194899812,46.5,42.2,11.3,32,2,0,11,12,5,70,0,11.8,8.2,0.0,9.5,"505 Colonel Way,White,Ga,30184",34.278567,-84.762514
43,2015,608,Bartow County,177,Adairsville Elementary School,E,60.6,122 King St,Adairsville,Bartow County,GA,30103,32.0,Yes,No,714,0,0,13,10,0,0,0,0,1,0.032212885,0,0,0,0,0,0,2,0,3,0.007002801,15.5,5535.47,69533900.14,378.0,60.0,0.14693296,23.9,45.8,30.3,31,0,0,8,5,5,81,0,9.6,4.3,0.0,9.6,"122 King St,Adairsville,Ga,30103",34.370154,-84.939156
44,2015,608,Bartow County,186,Mission Road Elementary School,E,67.1,1100 Mission Rd Sw,Cartersville,Bartow County,GA,30120,41.0,Yes,No,520,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,13.3,5875.74,69533900.14,223.0,45.0,0.165999994,56.7,37.5,5.8,29,0,0,9,9,4,77,0,10.9,4.0,0.0,16.1,"1100 Mission Rd Sw,Cartersville,Ga,30120",34.162487,-84.880583
45,2015,608,Bartow County,190,South Central Middle School,M,66.0,224 Old Alabama Rd Se,Emerson,Bartow County,GA,30137,41.0,Yes,No,727,0,0,302,111,6,0,0,0,0,0.576341128,1,139,0,0,16,10,6,5,54,0.317744154,14.8,5386.0,69533900.14,424.0,48.0,0.252351105,38.9,39.9,21.2,47,1,0,9,16,4,69,0,13.5,3.0,0.6,9.2,"224 Old Alabama Rd Se,Emerson,Ga,30137",34.120894,-84.764978
46,2015,608,Bartow County,195,Cass Middle School,M,69.2,195 Fire Tower Rd Nw,Cartersville,Bartow County,GA,30120,41.0,Yes,No,1056,0,0,290,98,10,0,0,0,2,0.376893939,5,15,0,0,4,11,1,13,72,0.114583333,16.9,4586.25,69533900.14,521.0,109.0,0.135051548,44.6,38.2,17.2,30,1,0,13,14,4,68,0,10.4,2.8,0.8,15.1,"195 Fire Tower Rd Nw,Cartersville,Ga,30120",34.239993,-84.868971
47,2015,608,Bartow County,196,Allatoona Elementary School,E,61.3,4150 New Hope Church Road. Nw,Acworth,Bartow County,GA,30101,21.0,Yes,No,505,0,0,2,21,0,0,0,0,0,0.045544554,0,50,0,0,0,0,2,0,5,0.112871287,14.5,5719.05,69533900.14,352.0,22.0,0.24568966,47.3,40.8,11.9,50,0,0,4,25,3,67,0,13.2,14.8,0.0,8.2,"4150 New Hope Church Road. Nw,Acworth,Ga,30101",34.117373,-84.669693
48,2015,608,Bartow County,198,Woodland High School,H,68.5,800 Old Alabama Rd Se,Cartersville,Bartow County,GA,30120,41.0,No,No,1812,0,2,562,188,19,0,0,0,5,0.425496689,1,11,0,0,3,107,2,9,43,0.097130243,17.2,5064.38,69533900.14,714.0,142.0,0.143872112,32.8,39.0,28.1,24,1,0,9,9,2,79,0,10.8,0.2,1.5,12.7,"800 Old Alabama Rd Se,Cartersville,Ga,30120",34.121077,-84.834285
49,2015,608,Bartow County,296,Kingston Elementary School,E,69.8,240 Hardin Bridge Rd,Kingston,Bartow County,GA,30145,41.0,Yes,No,590,0,0,4,0,0,0,0,0,0,0.006779661,0,1,0,0,0,0,0,0,0,0.001694915,13.4,6196.8,69533900.14,391.0,63.0,0.28544423,49.7,41.0,9.3,40,1,0,17,18,4,59,0,9.8,11.2,0.4,7.0,"240 Hardin Bridge Rd,Kingston,Ga,30145",34.213701,-84.935614
50,2015,608,Bartow County,301,Adairsville Middle School,M,72.6,485 Old Highway 41 Nw,Adairsville,Bartow County,GA,30103,41.0,Yes,No,760,0,0,179,68,7,0,0,0,8,0.334210526,3,110,0,0,3,7,5,2,19,0.196052632,14.9,1.24,69533900.14,334.0,69.0,0.123032905,45.9,40.3,13.8,29,1,0,5,5,3,87,0,12.2,1.3,0.9,19.8,"485 Old Highway 41 Nw,Adairsville,Ga,30103",34.372899,-84.934421
51,2015,608,Bartow County,377,Hamilton Crossing Elementary School,E,61.2,116 Hamilton Crossing Rd Nw,Cartersville,Bartow County,GA,30120,41.0,Yes,No,611,0,0,36,4,0,0,0,0,2,0.065466448,0,2,0,0,1,0,0,2,7,0.019639935,13.6,6847.55,69533900.14,345.0,53.0,0.113752119,57.9,34.5,7.5,27,2,0,11,22,4,61,0,14.0,15.8,0.0,12.4,"116 Hamilton Crossing Rd Nw,Cartersville,Ga,30120",34.224544,-84.869687
52,2015,608,Bartow County,396,Taylorsville Elementary School,E,66.8,1502 Old Alabama Rd,Taylorsville,Bartow County,GA,30178,41.0,Yes,No,547,0,1,2,11,0,0,0,0,2,0.02559415,0,47,0,0,0,0,0,0,1,0.087751371,14.1,6274.31,69533900.14,258.0,63.0,0.15925926,72.0,26.3,1.6,30,0,0,5,8,3,83,0,8.3,3.0,0.0,4.2,"1502 Old Alabama Rd,Taylorsville,Ga,30178",34.10867,-84.946432
53,2015,608,Bartow County,2052,Emerson Elementary School,E,71.7,54 7Th St,Emerson,Bartow County,GA,30137,41.0,Yes,No,475,0,0,10,7,0,0,0,0,0,0.035789474,1,14,0,0,2,0,0,0,3,0.042105263,14.7,0.84,69533900.14,285.0,37.0,0.275862068,49.3,39.2,11.6,44,0,0,4,10,6,79,0,11.8,5.7,0.0,10.6,"54 7Th St,Emerson,Ga,30137",34.124323,-84.75799
54,2015,609,Ben Hill County,111,Ben Hill Elementary School,E,69.8,328 Lobinger Ave,Fitzgerald,Ben Hill County,GA,31750,33.0,Yes,No,752,26,0,202,37,0,0,104,0,7,0.490691489,0,54,0,0,3,2,2,3,41,0.13962766,14.7,5407.31,15758781.72,523.0,42.0,0.104885057,58.9,35.2,5.9,56,1,0,43,14,4,39,1,13.2,3.4,0.3,9.0,"328 Lobinger Ave,Fitzgerald,Ga,31750",31.742397,-83.259461
55,2015,609,Ben Hill County,291,Fitzgerald High School,H,67.1,601 W Cypress St,Fitzgerald,Ben Hill County,GA,31750,33.0,Yes,No,866,233,1069,929,269,44,0,69,3,10,3.020785219,0,157,0,0,3,27,8,4,36,0.271362587,15.1,5332.42,15758781.72,575.0,57.0,0.13636364,45.0,41.3,13.6,42,1,0,45,9,2,44,0,15.5,0.4,9.0,9.6,"601 W Cypress St,Fitzgerald,Ga,31750",31.707975,-83.261019
56,2015,609,Ben Hill County,296,Ben Hill County Middle School,M,72.2,134 Jc Hunter Rd,Fitzgerald,Ben Hill County,GA,31750,41.0,Yes,No,745,26,17,424,124,14,0,125,0,18,0.979865772,98,12,0,0,3,19,5,5,57,0.267114094,14.0,5312.26,15758781.72,514.0,64.0,0.139092237,49.5,36.6,13.8,48,1,0,37,12,2,47,0,14.1,1.3,2.5,10.4,"134 Jc Hunter Rd,Fitzgerald,Ga,31750",31.766051,-83.256888
57,2015,610,Berrien County,101,Berrien High School,H,79.9,500 E Smith Ave,Nashville,Berrien County,GA,31639,32.0,No,No,873,3,0,546,94,30,0,0,0,0,0.770904926,0,100,0,0,4,49,0,7,44,0.233676976,15.1,5856.87,15162551.38,400.0,79.0,0.151851848,49.8,34.1,16.0,32,1,0,13,8,2,76,3,11.6,0.7,2.8,11.0,"500 E Smith Ave,Nashville,Ga,31639",31.219218,-83.245211
